Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1-2,BP2-3,RP3,RB4,BB4,RB5,BB5,RP4,BP4-5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Golden Guardians,FlyQuest,0 - 1,2,11.5,Rell,Seraphine,Gnar,Lucian,Tristana,Renekton,Hecarim,Udyr, Thresh,Gangplank, Orianna,Cho'Gath,Morgana,Aphelios,Senna,Yone,Viktor,Kai'Sa, Alistar,Caitlyn,Jungle,Top,Mid,Bot,Support,Jungle,Support,Top,Mid,Bot,SB,https://youtu.be/a439JU2zNkg?t=249
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Team Liquid,Dignitas,1 - 0,1,11.5,Kai'Sa,Udyr,Alistar,Seraphine,Gnar,Olaf,Renekton,Kalista, Azir,Rell, Tristana,Thresh,Lillia,Hecarim,Orianna,Sion,Skarner,Veigar, Nidalee,Gangplank,Top,Support,Bot,Mid,Jungle,Bot,Mid,Support,Jungle,Top,SB,https://youtu.be/RRaIUaw9qHE?t=685
LCS/2021 Season/Spring Season/Picks and Bans/4-6,100 Thieves,Immortals,1 - 0,1,11.5,Seraphine,Renekton,Tristana,Olaf,Lillia,Thresh,Hecarim,Udyr, Karma,Kai'Sa, Rell,Alistar,Shen,Camille,Gnar,Irelia,Vayne,Orianna, Gragas,Lucian,Jungle,Bot,Support,Mid,Top,Jungle,Top,Support,Bot,Mid,SB,https://youtu.be/i_SC9zUZee0?t=2747
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Evil Geniuses.NA,TSM,1 - 0,1,11.5,Azir,Renekton,Olaf,Udyr,Gnar,Kai'Sa,Hecarim,Tristana, Lillia,Xayah, Rell,Alistar,Shen,Orianna,Ryze,Jayce,Viktor,Ekko, Aatrox,Sion,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/zDTTBcgQLn8?t=173
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Cloud9,Counter Logic Gaming,0 - 1,2,11.5,Kalista,Olaf,Lillia,Udyr,Kled,Seraphine,Rell,Tristana, Nidalee,Kai'Sa, Hecarim,Lucian,Shen,Leona,Renekton,Alistar,Nautilus,Syndra, Camille,Irelia,Support,Bot,Jungle,Mid,Top,Bot,Jungle,Mid,Support,Top,SB,https://youtu.be/8afc0FAoYis?t=1055
LCS/2021 Season/Spring Season/Picks and Bans/4-6,FlyQuest,Immortals,0 - 1,2,11.4,Rell,Udyr,Seraphine,Lucian,Lillia,Hecarim,Olaf,Nidalee, Tristana,Gragas, Syndra,Azir,Thresh,Renekton,Shen,Camille,Nautilus,Senna, Tahm Kench,Aatrox,Jungle,Top,Mid,Bot,Support,Jungle,Bot,Mid,Support,Top,SB,https://youtu.be/5KFUYKB8zZQ?t=171
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Team Liquid,Counter Logic Gaming,0 - 1,2,11.4,Irelia,Udyr,Kalista,Rell,Seraphine,Renekton,Tristana,Lucian, Lillia,Hecarim, Nautilus,Leona,Azir,Ezreal,Orianna,Sion,Xayah,Syndra, Gangplank,Cho'Gath,Bot,Jungle,Support,Mid,Top,Mid,Jungle,Support,Bot,Top,SB,https://youtu.be/DnT6ZhkqCyM?t=224
LCS/2021 Season/Spring Season/Picks and Bans/4-6,TSM,Cloud9,1 - 0,1,11.4,Olaf,Rell,Senna,Udyr,Seraphine,Pantheon,Kai'Sa,Caitlyn, Lillia,Hecarim, Renekton,Morgana,Syndra,Tristana,Orianna,Gragas,Gnar,Azir, Nautilus,Viktor,Bot,Jungle,Top,Mid,Support,Bot,Jungle,Support,Top,Mid,SB,https://youtu.be/Nw5aoU9XfE4?t=469
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Evil Geniuses.NA,Dignitas,0 - 1,2,11.4,Azir,Udyr,Tristana,Olaf,Seraphine,Senna,Hecarim,Kalista, Skarner,Orianna, Renekton,Gnar,Kai'Sa,Thresh,Xayah,Zoe,Viktor,Jinx, Rell,Alistar,Jungle,Mid,Top,Bot,Support,Bot,Jungle,Top,Mid,Support,SB,https://youtu.be/2utdC2sXAW0?t=324
LCS/2021 Season/Spring Season/Picks and Bans/4-6,100 Thieves,Golden Guardians,1 - 0,1,11.4,Seraphine,Renekton,Lillia,Gnar,Udyr,Olaf,Hecarim,Kai'Sa, Skarner,Tristana, Rell,Rakan,Gragas,Irelia,Azir,Gangplank,Orianna,Shen, Sylas,Pantheon,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/LWjnaO8-FBs?t=677
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Counter Logic Gaming,FlyQuest,0 - 1,2,11.4,Thresh,Udyr,Senna,Seraphine,Hecarim,Olaf,Rell,Lillia, Alistar,Tristana, Lucian,Kai'Sa,Nidalee,Viktor,Gragas,Aatrox,Yone,Morgana, Sion,Shen,Support,Bot,Mid,Jungle,Top,Jungle,Support,Bot,Mid,Top,SB,https://youtu.be/zbDfz-soBHM?t=404
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Evil Geniuses.NA,Immortals,0 - 1,2,11.4,Seraphine,Udyr,Tristana,Olaf,Lillia,Renekton,Kai'Sa,Rell, Hecarim,Dr. Mundo, Alistar,Azir,Ryze,Xayah,Syndra,Irelia,Vayne,Gnar, Orianna,Camille,Bot,Jungle,Support,Top,Mid,Support,Jungle,Mid,Bot,Top,SB,https://youtu.be/SfD0OMCrDuw?t=114
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Cloud9,Team Liquid,0 - 1,2,11.4,Renekton,Alistar,Hecarim,Udyr,Lillia,Olaf,Gragas,Rell, Tristana,Thresh, Caitlyn,Skarner,Irelia,Camille,Karma,Seraphine,Gnar,Azir, Gangplank,Orianna,Jungle,Support,Bot,Mid,Top,Support,Bot,Jungle,Top,Mid,SB,https://youtu.be/IDVyefaHyfg?t=457
LCS/2021 Season/Spring Season/Picks and Bans/4-6,100 Thieves,TSM,0 - 1,2,11.4,Kai'Sa,Udyr,Syndra,Renekton,Rell,Senna,Azir,Olaf, Seraphine,Lillia, Gnar,Jayce,Aphelios,Viktor,Gragas,Twisted Fate,Tristana,Kalista, Thresh,Alistar,Mid,Jungle,Top,Bot,Support,Jungle,Mid,Top,Bot,Support,SB,https://youtu.be/meucWcArJHo?t=421
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Dignitas,Golden Guardians,1 - 0,1,11.4,Tristana,Seraphine,Twisted Fate,Renekton,Olaf,Azir,Udyr,Lucian, Lillia,Syndra, Kai'Sa,Gragas,Gnar,Kalista,Rell,Xayah,Senna,Nautilus, Aatrox,Tahm Kench,Jungle,Mid,Bot,Support,Top,Mid,Jungle,Top,Bot,Support,SB,https://youtu.be/_22VSm_Sxfo?t=765
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Immortals,Counter Logic Gaming,0 - 1,2,11.4,Thresh,Udyr,Irelia,Seraphine,Olaf,Rell,Tristana,Kalista, Lillia,Alistar, Hecarim,Lucian,Azir,Kled,Viktor,Gnar,Nautilus,Syndra, Renekton,Sion,Bot,Support,Jungle,Mid,Top,Bot,Jungle,Mid,Support,Top,SB,https://youtu.be/gynu_9Hd4D0?t=129
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Team Liquid,Golden Guardians,1 - 0,1,11.4,Gangplank,Udyr,Syndra,Hecarim,Seraphine,Olaf,Lillia,Kayn, Tristana,Renekton, Lucian,Rell,Morgana,Gnar,Senna,Gragas,Kled,Xayah, Rakan,Viktor,Jungle,Top,Mid,Bot,Support,Jungle,Bot,Support,Top,Mid,SB,https://youtu.be/18ZWyBo0SYI?t=402
LCS/2021 Season/Spring Season/Picks and Bans/4-6,FlyQuest,Cloud9,0 - 1,2,11.4,Olaf,Seraphine,Thresh,Udyr,Gragas,Tristana,Rell,Kai'Sa, Lillia,Hecarim, Azir,Alistar,Renekton,Yone,Shen,Gnar,Irelia,Sion, Vayne,Camille,Support,Jungle,Mid,Top,Bot,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/gmuTorDWL-I?t=351
LCS/2021 Season/Spring Season/Picks and Bans/4-6,100 Thieves,Evil Geniuses.NA,0 - 1,2,11.4,Hecarim,Udyr,Sion,Olaf,Lillia,Azir,Skarner,Rell, Dr. Mundo,Orianna, Renekton,Gnar,Thresh,Syndra,Tristana,Ryze,Kai'Sa,Xayah, Alistar,Ekko,Jungle,Mid,Top,Bot,Support,Support,Jungle,Top,Bot,Mid,SB,https://youtu.be/Jc9z_avB7MQ?t=146
LCS/2021 Season/Spring Season/Picks and Bans/4-6,TSM,Dignitas,0 - 1,2,11.4,Renekton,Udyr,Seraphine,Azir,Senna,Olaf,Hecarim,Kalista, Orianna,Kai'Sa, Alistar,Rell,Syndra,Skarner,Gnar,Lillia,Gragas,Viktor, Shen,Gangplank,Jungle,Bot,Support,Mid,Top,Bot,Mid,Support,Jungle,Top,SB,https://youtu.be/r6wuB6PCLm4?t=812
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Dignitas,Counter Logic Gaming,0 - 1,2,11.4,Senna,Udyr,Irelia,Hecarim,Twisted Fate,Seraphine,Azir,Olaf, Rell,Kai'Sa, Alistar,Tristana,Gnar,Zoe,Lillia,Syndra,Viktor,Renekton, Nidalee,Kled,Mid,Bot,Support,Top,Jungle,Jungle,Support,Bot,Mid,Top,SB,https://youtu.be/-qEyFOjXVkk?t=88
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Evil Geniuses.NA,Golden Guardians,1 - 0,1,11.4,Seraphine,Udyr,Skarner,Hecarim,Twisted Fate,Syndra,Olaf,Tristana, Lillia,Kai'Sa, Rell,Alistar,Orianna,Lucian,Cassiopeia,Gangplank,Sivir,Azir, Renekton,Gnar,Jungle,Bot,Support,Mid,Top,Mid,Jungle,Support,Bot,Top,SB,https://youtu.be/9Am8VqjzbEk?t=176
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Immortals,Team Liquid,0 - 1,2,11.4,Renekton,Udyr,Olaf,Seraphine,Thresh,Rell,Hecarim,Azir, Kai'Sa,Senna, Tahm Kench,Blitzcrank,Syndra,Gangplank,Viktor,Camille,Jarvan IV,Gragas, Ziggs,Gnar,Jungle,Bot,Support,Top,Mid,Mid,Bot,Support,Jungle,Top,SB,https://youtu.be/l-cbo0WBxMw?t=331
LCS/2021 Season/Spring Season/Picks and Bans/4-6,100 Thieves,Cloud9,0 - 1,2,11.4,Tristana,Renekton,Kai'Sa,Rell,Gragas,Thresh,Udyr,Olaf, Seraphine,Azir, Gnar,Camille,Pantheon,Twisted Fate,Kalista,Galio,Rakan,Senna, Tahm Kench,LeBlanc,Jungle,Mid,Top,Bot,Support,Jungle,Bot,Top,Support,Mid,SB,https://youtu.be/ulHWnFmIjjs?t=294
LCS/2021 Season/Spring Season/Picks and Bans/4-6,FlyQuest,TSM,1 - 0,1,11.4,Azir,Udyr,Olaf,Seraphine,Hecarim,Senna,Rell,Kai'Sa, Skarner,Tristana, Gnar,Jayce,Twisted Fate,Alistar,Jarvan IV,Pantheon,Syndra,Dr. Mundo, Sylas,Rakan,Support,Bot,Top,Jungle,Mid,Bot,Jungle,Top,Mid,Support,SB,https://youtu.be/C2-SAokZBuc?t=766
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Golden Guardians,Immortals,0 - 1,2,11.4,Tristana,Udyr,Lillia,Olaf,Rell,Ezreal,Seraphine,Senna, Hecarim,Skarner, Jinx,Karma,Thresh,Camille,Irelia,Tahm Kench,Azir,Sion, Lulu,Aatrox,Mid,Jungle,Bot,Top,Support,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/5_UJOFLkvp0?t=130
LCS/2021 Season/Spring Season/Picks and Bans/4-6,TSM,Counter Logic Gaming,1 - 0,1,11.4,Twisted Fate,Udyr,Seraphine,Hecarim,Irelia,Olaf,Kai'Sa,Gnar, Azir,Jayce, Syndra,Rell,Galio,Tristana,Alistar,Kalista,Lillia,Skarner, Rakan,Aphelios,Bot,Top,Mid,Jungle,Support,Top,Mid,Support,Jungle,Bot,SB,https://youtu.be/n7IUfD-aatA?t=179
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Dignitas,100 Thieves,0 - 1,2,11.4,Senna,Udyr,Twisted Fate,Azir,Thresh,Graves,Seraphine,Olaf, Rell,Hecarim, Alistar,Renekton,Gnar,Kai'Sa,Syndra,Ezreal,Orianna,Zoe, Gangplank,Tristana,Bot,Jungle,Support,Mid,Top,Jungle,Support,Top,Mid,Bot,SB,https://youtu.be/ZY90plTp3eo?t=705
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Cloud9,Evil Geniuses.NA,1 - 0,1,11.4,Renekton,Udyr,Lillia,Olaf,Hecarim,Tristana,Rell,Alistar, Graves,Gragas, Kai'Sa,Orianna,Azir,Xayah,Rek'Sai,Sylas,Jhin,Malphite, Yasuo,Sion,Support,Jungle,Bot,Top,Mid,Support,Jungle,Mid,Bot,Top,SB,https://youtu.be/vYao8GHR3BM?t=238
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Team Liquid,FlyQuest,1 - 0,1,11.4,Gnar,Udyr,Lillia,Rell,Graves,Seraphine,Olaf,Gragas, Syndra,Azir, Renekton,Hecarim,Kalista,Kai'Sa,Varus,Senna,Jinx,Aphelios, Thresh,Tahm Kench,Jungle,Mid,Top,Bot,Support,Top,Mid,Jungle,Bot,Support,SB,https://youtu.be/4D83GXcOwnU?t=715
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Immortals,Dignitas,0 - 1,2,11.4,Azir,Udyr,Thresh,Seraphine,Kalista,Senna,Rell,Kai'Sa, Hecarim,Lillia, Orianna,Alistar,Draven,Syndra,Gangplank,Twisted Fate,Zoe,Tristana, Camille,Renekton,Support,Jungle,Mid,Bot,Top,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/QdPQCBccGUw?t=337
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Counter Logic Gaming,100 Thieves,0 - 1,2,11.4,Twisted Fate,Udyr,Renekton,Rell,Senna,Graves,Seraphine,Olaf, Gragas,Azir, Kai'Sa,Zoe,Sion,Jinx,Hecarim,Irelia,Aphelios,Gnar, Jarvan IV,Thresh,Support,Mid,Bot,Top,Jungle,Jungle,Top,Mid,Bot,Support,SB,https://youtu.be/P52YiXkzmT8?t=166
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Evil Geniuses.NA,FlyQuest,1 - 0,1,11.4,Seraphine,Udyr,Tristana,Gragas,Lillia,Rell,Olaf,Senna, Graves,Orianna, Renekton,Tahm Kench,Jinx,Azir,Ezreal,Gnar,Syndra,Varus, Neeko,Sion,Jungle,Mid,Top,Bot,Support,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/Wg8PglIlrlE?t=138
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Team Liquid,TSM,0 - 1,2,11.4,Gnar,Udyr,Azir,Senna,Lillia,Camille,Seraphine,Kai'Sa, Hecarim,Olaf, Tristana,Syndra,Renekton,Rell,Gangplank,Pantheon,Shen,Alistar, Gragas,Galio,Mid,Jungle,Bot,Support,Top,Bot,Jungle,Mid,Top,Support,SB,https://youtu.be/aPli9A-RwOE?t=333
LCS/2021 Season/Spring Season/Picks and Bans/4-6,Cloud9,Golden Guardians,1 - 0,1,11.4,Camille,Udyr,Lillia,Thresh,Gangplank,Olaf,Rell,Jinx, Gragas,Hecarim, Kai'Sa,Skarner,Orianna,Lulu,Twisted Fate,Irelia,Syndra,Karma, Azir,Janna,Support,Jungle,Bot,Top,Mid,Bot,Top,Jungle,Mid,Support,SB,https://youtu.be/9aIo7twcm9Q?t=998
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Evil Geniuses.NA,Counter Logic Gaming,1 - 0,1,11.3,Rell,Udyr,Senna,Seraphine,Irelia,Olaf,Kai'Sa,Graves, Alistar,Lillia, Gnar,Samira,Gragas,Gangplank,Rakan,Malphite,Ornn,Azir, Galio,Corki,Bot,Jungle,Top,Mid,Support,Jungle,Support,Bot,Top,Mid,SB,https://youtu.be/tbme4m4PeS0?t=134
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Team Liquid,Cloud9,1 - 0,1,11.3,Senna,Rell,Alistar,Udyr,Olaf,Azir,Renekton,Gragas, Ashe,Hecarim, Orianna,Thresh,Kai'Sa,Rek'Sai,Nautilus,Tristana,Skarner,Tahm Kench, Aphelios,Lucian,Top,Jungle,Mid,Support,Bot,Top,Bot,Support,Jungle,Mid,SB,https://youtu.be/68X8Ol1iF6M?t=272
LCS/2021 Season/Spring Season/Picks and Bans/1-3,100 Thieves,Golden Guardians,0 - 1,2,11.3,Pantheon,Udyr,Camille,Renekton,Graves,Thresh,Olaf,Gragas, Lillia,Kai'Sa, Rell,Tristana,Gnar,Alistar,Syndra,Yone,Sivir,Aatrox, Orianna,Janna,Jungle,Bot,Support,Top,Mid,Top,Jungle,Mid,Bot,Support,SB,https://youtu.be/vgRfbLE0_2k?t=248
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Immortals,FlyQuest,1 - 0,1,11.3,Senna,Udyr,Tristana,Seraphine,Yone,Lillia,Rell,Thresh, Aphelios,Hecarim, Syndra,Skarner,Kai'Sa,Orianna,Kalista,Azir,Viktor,Gangplank, Ezreal,Gnar,Support,Jungle,Mid,Top,Bot,Support,Bot,Jungle,Mid,Top,SB,https://youtu.be/dzj89gGsD8Q?t=85
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Dignitas,TSM,1 - 0,1,11.3,Senna,Udyr,Kai'Sa,Seraphine,Hecarim,Thresh,Azir,Olaf, Rell,Kalista, Alistar,Samira,Lillia,Syndra,Nidalee,Orianna,Corki,Skarner, Gnar,Lulu,Mid,Bot,Support,Jungle,Top,Jungle,Support,Bot,Mid,Top,SB,https://youtu.be/F-BJw93tMZQ?t=1002
LCS/2021 Season/Spring Season/Picks and Bans/1-3,FlyQuest,Golden Guardians,1 - 0,1,11.3,Pantheon,Udyr,Camille,Seraphine,Olaf,Thresh,Lillia,Gragas, Graves,Senna, Tahm Kench,Ezreal,Gnar,Karma,Tristana,Gangplank,Bard,Yone, Shen,Azir,Jungle,Bot,Support,Mid,Top,Top,Jungle,Bot,Support,Mid,SB,https://youtu.be/wC-T_-BsD28?t=464
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Team Liquid,Evil Geniuses.NA,0 - 1,2,11.3,Renekton,Udyr,Senna,Olaf,Hecarim,Rell,Nidalee,Lillia, Kai'Sa,Camille, Galio,Gnar,Thresh,Lucian,Kalista,Ryze,Alistar,Samira, Leona,Yone,Jungle,Top,Mid,Bot,Support,Jungle,Bot,Top,Support,Mid,SB,https://youtu.be/MeGSyvYcjx0?t=140
LCS/2021 Season/Spring Season/Picks and Bans/1-3,TSM,100 Thieves,1 - 0,1,11.3,Twisted Fate,Udyr,Renekton,Azir,Taliyah,Olaf,Kai'Sa,Senna, Tahm Kench,Rell, Hecarim,Syndra,Orianna,Graves,Gragas,Aatrox,Nidalee,Viktor, Gnar,Jayce,Bot,Support,Jungle,Mid,Top,Bot,Support,Mid,Jungle,Top,SB,https://youtu.be/2xg15JyZLrY?t=522
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Counter Logic Gaming,Immortals,0 - 1,2,11.3,Camille,Udyr,Seraphine,Gangplank,Senna,Rell,Graves,Kai'Sa, Lillia,Samira, Alistar,Renekton,Aatrox,Leona,Gnar,Gragas,Galio,Azir, Ornn,Viktor,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Top,Support,Mid,SB,https://youtu.be/3PjuqYqFXb4?t=101
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Cloud9,Dignitas,1 - 0,1,11.3,Gnar,Udyr,Azir,Olaf,Seraphine,Rell,Gragas,Senna, Tahm Kench,Ashe, Lulu,Renekton,Hecarim,Nidalee,Ryze,Syndra,Twisted Fate,Tristana, Lillia,Kayn,Top,Bot,Support,Mid,Jungle,Bot,Support,Top,Mid,Jungle,SB,https://youtu.be/aJFGKqj8WQA?t=722
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Immortals,100 Thieves,0 - 1,2,11.3,Senna,Udyr,Renekton,Camille,Thresh,Seraphine,Rell,Olaf, Kai'Sa,Hecarim, Gragas,Aatrox,Orianna,Sett,Tristana,Alistar,Twisted Fate,Draven, Azir,Nautilus,Support,Jungle,Top,Bot,Mid,Jungle,Bot,Top,Mid,Support,SB,https://youtu.be/R4jmWTUu5i8?t=168
LCS/2021 Season/Spring Season/Picks and Bans/1-3,TSM,Evil Geniuses.NA,1 - 0,1,11.3,Twisted Fate,Udyr,Renekton,Olaf,Senna,Pantheon,Kai'Sa,Rell, Hecarim,Azir, Gnar,Samira,Lillia,LeBlanc,Alistar,Shen,Gangplank,Nidalee, Galio,Ryze,Bot,Mid,Top,Jungle,Support,Support,Jungle,Bot,Top,Mid,SB,https://youtu.be/-t66OyldGCw?t=232
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Golden Guardians,Team Liquid,0 - 1,2,11.3,Seraphine,Udyr,Syndra,Olaf,Thresh,Senna,Gragas,Rell, Azir,Lillia, Kai'Sa,Hecarim,Orianna,Samira,Gangplank,Renekton,Tristana,Pantheon, Yone,Camille,Support,Jungle,Bot,Top,Mid,Support,Mid,Jungle,Bot,Top,SB,https://youtu.be/E511Rg7kUsg?t=140
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Dignitas,FlyQuest,1 - 0,1,11.3,Senna,Renekton,Yone,Udyr,Thresh,Olaf,Seraphine,Rell, Kai'Sa,Alistar, Azir,Hecarim,Graves,Sylas,Kindred,Syndra,Orianna,Jarvan IV, Gnar,Gangplank,Bot,Support,Mid,Jungle,Top,Support,Bot,Jungle,Mid,Top,SB,https://youtu.be/XzrNTDdhuCw?t=202
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Counter Logic Gaming,Cloud9,0 - 1,2,11.3,Senna,Graves,Olaf,Udyr,Seraphine,Samira,Rell,Kai'Sa, Gragas,Xayah, Lillia,Alistar,Orianna,Hecarim,Camille,Tristana,Rek'Sai,Aatrox, Zoe,Ryze,Support,Bot,Jungle,Top,Mid,Bot,Top,Support,Jungle,Mid,SB,https://youtu.be/Tw3p7e9lQNo?t=700
LCS/2021 Season/Spring Season/Picks and Bans/1-3,Counter Logic Gaming,Golden Guardians,1 - 0,1,11.3,Twisted Fate,Udyr,Olaf,Renekton,Camille,Rell,Gragas,Graves, Gangplank,Zoe, Samira,Kai'Sa,Nocturne,Malzahar,Alistar,Nautilus,Syndra,Aatrox, Leona,Galio,Jungle,Mid,Bot,Top,Support,Jungle,Top,Bot,Mid,Support,SB,https://youtu.be/xoh37jxDIUA?t=132
